Time	R1P4WFSIMES	R1P4WFSQMES	R1P4WFSGMES	R1P4WFSPMES	R1P4WFSIASK	R1P4WFSQASK	R1P4WFSGASK	R1P4WFSPASK	R1P4WFSCRFP	R1P4WFSCRFPP	R1P4WFSCRRP	R1P4WFSCRRPP	R1P4WFSGLDE	R1P4WFSPLDE	R1P4WFSDETA2	R1P4WFSCFQE2	R1P4WFSDFQES
-100.65	25839	-19378	20.0031	-36.8646	9372	453	2.58942	7.00928	2.4681	14.859	2.96484	6.94336	-6.19368e-05	-0.0164795	-8.25073	-4.23971	0
-100.6	25836	-19390	20.0078	-36.8866	8157	922	2.33459	8.98132	2.39412	15.5017	3.08585	5.89417	6.19368e-05	-0.0714111	-8.26721	-4.2483	0
-100.55	25842	-19376	20.0028	-36.8811	7893	1702	2.50031	11.2225	2.40992	11.8542	3.09013	9.67896	3.09684e-05	-0.032959	-8.13538	-4.17963	0
-100.5	25839	-19384	20.0082	-36.8756	8836	633	2.38922	7.29492	2.43111	11.8542	3.03112	9.8877	0	-0.0549316	-7.50366	-3.85118	0
-100.45	25845	-19377	20.0075	-36.8756	7714	1164	2.36542	7.4762	2.45027	6.38306	3.0773	14.6503	0	-0.0714111	-9.2395	-4.75624	0
-100.4	25828	-19382	20.0025	-36.8921	8564	929	2.49725	12.453	2.48995	4.86694	3.01572	18.8635	9.29051e-05	-0.0219727	-8.89893	-4.57801	0
-100.35	25837	-19375	20.0028	-36.8591	8157	922	2.62207	5.66895	2.33124	9.48669	3.18977	11.9971	-9.29051e-05	-0.0439453	-8.88245	-4.5694	0
-100.3	25850	-19359	20.0045	-36.8427	9220	72	2.78961	0.55481	2.50979	8.47595	2.90668	14.024	-0.00018581	-0.0439453	-6.91589	-3.54644	0
-100.25	25831	-19381	20.0038	-36.8646	8378	799	2.56592	7.17407	2.48054	9.73389	3.01786	11.8488	-6.19368e-05	-0.0439453	-8.56384	-4.40299	0
-100.2	25840	-19380	20.0061	-36.8866	8341	1051	2.36053	10.6622	2.43884	10.7281	3.04865	10.7446	6.19368e-05	-0.0549316	-8.41553	-4.32561	0
-100.15	25842	-19380	20.0075	-36.8701	7719	757	2.40448	6.56433	2.50004	7.10815	2.98536	14.2163	-3.09684e-05	-0.0878906	-8.28918	-4.25975	0
-100.1	25844	-19376	20.0065	-36.8481	8060	697	2.63123	1.22498	2.45465	14.5789	3.03411	7.05322	-0.000154842	-0.0714111	-8.54187	-4.39152	0
-100.05	25833	-19378	20.0045	-36.8646	8616	591	2.57385	7.11914	2.43615	17.3639	3.05849	4.422	-6.19368e-05	-0.0549316	-8.90991	-4.58376	0
-99.9999	25853	-19367	20.0065	-36.8427	8740	406	2.67334	0.516357	2.52122	9.78882	2.96398	11.5741	-0.00018581	-0.065918	-8.94836	-4.60386	0
-99.9499	25851	-19371	20.0041	-36.8536	8055	1102	2.70599	3.54309	2.48861	5.48218	3.00161	16.8146	-0.000123874	-0.0549316	-9.33289	-4.80517	0
-99.8998	25841	-19377	20.0031	-36.8646	8026	946	2.60498	7.4707	2.47011	9.5636	3.00931	12.6343	-6.19368e-05	-0.0494385	-9.50867	-4.89734	0
-99.8498	25839	-19373	20.0031	-36.8811	7931	885	2.53754	9.71191	2.38571	13.2385	3.0974	8.47595	3.09684e-05	-0.0384521	-8.64624	-4.446	0
-99.7998	25851	-19374	20.0075	-36.8591	7965	633	2.50427	3.55408	2.45397	5.96008	3.06575	15.6006	-9.29051e-05	-0.0769043	-9.01428	-4.63834	0
-99.7498	25827	-19389	20.0035	-36.8976	8756	1382	2.45575	15.3809	2.39984	13.2001	3.07473	8.26172	0.000123874	-0.0274658	-8.70117	-4.47468	0
-99.6998	25829	-19378	20.0011	-36.8481	8998	928	2.79572	4.63623	2.36352	12.1893	3.14871	9.49768	-0.000154842	-0.0109863	-8.59131	-4.41732	0
-99.6498	25850	-19369	20.0065	-36.8646	8105	36	2.43896	4.54834	2.55787	7.84973	2.9379	13.7439	-6.19368e-05	-0.0933838	-9.09119	-4.67858	0
-99.5998	25835	-19379	20.0038	-36.8701	8369	1046	2.52045	8.67371	2.45465	12.2058	3.04266	9.28345	-3.09684e-05	-0.032959	-9.03625	-4.64984	0
-99.5498	25845	-19369	20.0061	-36.8427	8619	1081	2.6886	2.03247	2.51013	14.3207	2.90925	7.19055	-0.00018581	-0.0494385	-8.12988	-4.17677	0
-99.4998	25843	-19375	20.0038	-36.8701	8963	285	2.53601	7.95959	2.32485	17.6715	3.19319	4.02649	-3.09684e-05	-0.0384521	-8.39905	-4.31702	0
-99.4498	25838	-19387	20.0051	-36.8756	7270	1250	2.44324	8.69019	2.26836	12.442	3.31891	8.90991	0	-0.0714111	-8.98132	-4.6211	0
-99.3998	25844	-19365	20.0031	-36.8152	9238	-14	3.0191	-2.64221	2.47213	10.3271	2.99477	10.9698	-0.000340652	-0.032959	-8.26172	-4.24544	0
-99.3498	25836	-19376	20.0035	-36.8756	8163	1247	2.48291	9.57458	2.37832	12.9144	3.10552	8.55835	0	-0.0439453	-8.61877	-4.43166	0
-99.2998	25848	-19370	20.0065	-36.8591	7997	787	2.59888	3.03772	2.43884	6.5094	3.10723	15.2655	-9.29051e-05	-0.0714111	-9.20654	-4.73898	0
-99.2498	25838	-19379	20.0048	-36.8701	8256	1311	2.52747	7.45972	2.29997	14.2877	3.22226	7.10815	-3.09684e-05	-0.0439453	-8.56384	-4.40299	0
-99.1998	25839	-19383	20.0072	-36.8921	7433	1707	2.2998	11.25	2.63689	7.13562	2.84339	14.8206	9.29051e-05	-0.0604248	-9.62952	-4.96076	0
-99.1498	25844	-19377	20.0045	-36.8701	8685	986	2.52747	7.45972	2.42169	2.86194	3.1051	19.9841	-3.09684e-05	-0.0274658	-9.44824	-4.86564	0
-99.0998	25831	-19386	20.0041	-36.8811	8366	703	2.44202	12.2388	2.34402	14.4415	3.21585	6.92139	3.09684e-05	-0.0439453	-9.84375	-5.0733	0
-99.0498	25835	-19379	20.0031	-36.8811	8873	363	2.5296	9.62952	2.54039	6.54785	2.89513	15.7709	3.09684e-05	-0.0439453	-8.8385	-4.54643	0
-98.9998	25838	-19377	20.0041	-36.8646	8581	987	2.57385	7.5531	2.45095	7.38281	3.04822	15.0293	-6.19368e-05	-0.032959	-9.13513	-4.70159	0
-98.9498	25830	-19389	20.0065	-36.8921	7701	1068	2.30194	11.7279	2.14496	16.1334	3.48354	5.64148	9.29051e-05	-0.0714111	-9.74487	-5.02134	0
-98.8998	25841	-19375	20.0061	-36.8481	8376	-113	2.6535	-1.14807	2.65404	7.0697	2.7782	15.3754	-0.000154842	-0.0878906	-8.81104	-4.53207	0
-98.8498	25841	-19370	20.0041	-36.8646	8233	892	2.61597	5.02625	2.54073	10.0854	2.87461	11.5302	-6.19368e-05	-0.0494385	-8.02551	-4.12243	0
-98.7998	25838	-19371	20.0038	-36.8701	8998	584	2.56653	7.04224	2.46944	12.0959	3.05293	9.3988	-3.09684e-05	-0.0439453	-8.74512	-4.49763	0
-98.7498	25840	-19375	20.0031	-36.8591	8389	1269	2.66296	4.74609	2.44557	12.4091	3.00674	8.98132	-9.29051e-05	-0.0219727	-8.05298	-4.13673	0
-98.6998	25840	-19385	20.0055	-36.8866	8809	456	2.44415	9.1571	2.52795	7.27844	2.92635	15.2655	6.19368e-05	-0.0439453	-8.06396	-4.14245	0
-98.6498	25835	-19370	20.0015	-36.8756	7982	1261	2.63214	11.0962	2.5229	10.827	2.92122	10.9808	0	-0.0439453	-7.74536	-3.97673	0
-98.5998	25823	-19384	20.0008	-36.8756	8290	1609	2.61017	11.2775	2.32418	10.9698	3.18805	11.272	0	-0.0109863	-7.51465	-3.85688	0
-98.5498	25831	-19382	20.0055	-36.8921	7596	1819	2.39166	10.86	2.40017	15.7159	3.07089	5.82275	9.29051e-05	-0.0439453	-7.14661	-3.66596	0
-98.4998	25842	-19377	20.0041	-36.8536	8360	1108	2.71027	2.34009	2.43481	7.35535	3.03668	14.7052	-0.000123874	-0.0439453	-6.74561	-3.45829	0
-98.4498	25833	-19375	20.0025	-36.8591	8953	347	2.71362	6.5918	2.52324	8.88245	2.91352	13.3374	-9.29051e-05	-0.0384521	-7.21802	-3.70298	0
-98.3998	25833	-19383	20.0072	-36.9031	7299	1955	2.22961	15.2435	2.28316	10.9259	3.23509	10.2228	0.000154842	-0.0549316	-7.43774	-3.81696	0
-98.3498	25836	-19380	20.0055	-36.8701	7893	788	2.52808	6.15784	2.45263	10.1569	3.0324	11.3544	-3.09684e-05	-0.0714111	-7.16309	-3.6745	0
-98.2998	25839	-19363	20.0001	-36.8536	9000	1478	2.8302	5.87769	2.57973	11.4862	2.80833	11.0632	-0.000123874	0.0109863	-5.61951	-2.87688	0
-98.2497	25836	-19373	20.0035	-36.8756	7134	2396	2.39655	12.7002	2.3077	12.1069	3.22996	9.26147	0	-0.0439453	-7.16309	-3.6745	0
-98.1997	25835	-19384	20.0048	-36.8701	7856	1445	2.5119	6.83899	2.3383	8.1134	3.16026	13.1946	-3.09684e-05	-0.0549316	-6.39404	-3.27651	0
-98.1497	25839	-19375	20.0025	-36.8756	8328	1359	2.59979	10.7996	2.43682	15.4303	3.02983	6.12488	0	-0.00549316	-6.46545	-3.31341	0
-98.0997	25839	-19365	20.0031	-36.8921	7993	1584	2.43591	14.1888	2.56897	14.3207	2.8156	7.10815	9.29051e-05	-0.032959	-6.07544	-3.11198	0
-98.0497	25834	-19384	20.0045	-36.8811	7451	1275	2.38739	11.5137	2.36857	12.2443	3.12562	9.12964	3.09684e-05	-0.0714111	-6.57532	-3.37021	0
-97.9997	25835	-19378	20.0041	-36.8976	8344	1273	2.39044	14.6887	2.34503	13.5901	3.16197	7.72339	0.000123874	-0.0274658	-6.32812	-3.24245	0
-97.9497	25837	-19374	20.0038	-36.8701	7362	1700	2.49084	8.17383	2.54409	10.7721	2.85708	11.3434	-3.09684e-05	-0.0549316	-6.1853	-3.16869	0
-97.8997	25830	-19380	20.0015	-36.8866	8074	1567	2.54608	13.0627	2.39916	12.486	3.06148	9.06372	6.19368e-05	-0.0274658	-6.24023	-3.19706	0
-97.8497	25833	-19380	20.0051	-36.8756	8124	991	2.38342	9.68445	2.37563	6.15784	3.16026	16.3422	0	-0.0549316	-7.24548	-3.71722	0
-97.7997	25836	-19377	20.0015	-36.8701	7916	1595	2.6532	8.64624	2.42035	9.44275	3.03924	13.0573	-3.09684e-05	-0.032959	-6.17981	-3.16586	0
-97.7497	25834	-19384	20.0031	-36.8536	8684	479	2.76031	3.66943	2.52257	14.1888	2.88316	7.32788	-0.000123874	-0.032959	-5.75134	-2.94482	0
-97.6997	25833	-19366	20.0001	-36.8756	8461	1903	2.62726	11.7114	2.5219	9.04724	2.91737	13.5022	0	0	-6.14136	-3.14601	0
-97.6497	25838	-19376	20.0031	-36.8811	7421	2015	2.48657	11.2115	2.22364	16.6937	3.33986	4.93835	3.09684e-05	-0.0494385	-6.94336	-3.56066	0
-97.5997	25838	-19368	20.0035	-36.8591	8456	1010	2.73895	5.89417	2.53568	5.71289	2.88273	16.5234	-9.29051e-05	-0.032959	-6.1853	-3.16869	0
-97.5497	25837	-19382	20.0045	-36.8866	7682	2537	2.40295	13.9087	2.37596	11.5192	3.09868	10.1019	6.19368e-05	-0.0164795	-6.05347	-3.10064	0
-97.4997	25850	-19360	20.0031	-36.8481	8201	1381	2.74384	2.17529	2.52761	10.9698	2.93319	11.25	-0.000154842	-0.032959	-6.67419	-3.42135	0
-97.4497	25840	-19382	20.0028	-36.8866	8077	1162	2.4826	12.464	2.2993	14.6228	3.20773	6.9104	6.19368e-05	-0.0494385	-6.86096	-3.518	0
-97.3997	25844	-19375	20.0058	-36.8591	8281	962	2.65991	3.66943	2.495	6.52039	2.9704	15.6281	-9.29051e-05	-0.0494385	-7.41028	-3.80271	0
-97.3497	25831	-19372	19.9991	-36.8701	9124	1133	2.7182	10.9149	2.52559	10.4645	2.90711	11.7279	-3.09684e-05	0	-7.34985	-3.77136	0
-97.2997	25839	-19384	20.0045	-36.8701	8439	930	2.53662	7.83875	2.31308	10.7281	3.20901	10.7721	-3.09684e-05	-0.0384521	-7.6355	-3.91964	0
-97.2497	25844	-19384	20.0078	-36.8701	8010	359	2.40021	5.24597	2.45868	7.38281	3.02128	13.7	-3.09684e-05	-0.0878906	-8.06946	-4.14531	0
-97.1997	25831	-19375	20.0011	-36.8811	8817	780	2.58606	10.9149	2.50643	8.98132	2.93661	12.8046	3.09684e-05	-0.0219727	-7.5531	-3.87685	0
-97.1497	25836	-19372	20.0045	-36.8701	7563	1906	2.56104	5.93262	2.46507	9.73389	3.00974	12.2717	-3.09684e-05	-0.0439453	-8.25623	-4.24258	0
-97.0997	25836	-19377	20.0055	-36.8701	8250	958	2.435	6.74561	2.31241	8.37708	3.22569	13.4253	-3.09684e-05	-0.0714111	-8.57483	-4.40872	0
-97.0497	25840	-19383	20.0048	-36.8591	8137	1223	2.57904	4.05945	2.4876	8.50342	3.01872	13.0737	-9.29051e-05	-0.0384521	-8.84399	-4.5493	0
-96.9997	25837	-19378	20.0015	-36.8701	7990	1737	2.63702	9.85474	2.43212	13.5352	3.03582	8.10242	-3.09684e-05	-0.00549316	-8.48694	-4.36286	0
-96.9497	25837	-19386	20.0055	-36.8701	8363	691	2.4884	6.95435	2.32082	10.2667	3.21243	10.9369	-3.09684e-05	-0.0494385	-8.86047	-4.55791	0
-96.8997	25842	-19376	20.0068	-36.8701	8001	921	2.46796	5.31738	2.38471	10.7556	3.19276	10.3546	-3.09684e-05	-0.0604248	-9.44275	-4.86276	0
-96.8497	25830	-19376	20.0015	-36.8866	8491	1807	2.48199	13.0078	2.51786	7.02576	2.90069	16.051	6.19368e-05	0	-7.70142	-3.95389	0
-96.7997	25844	-19375	20.0075	-36.8646	8638	394	2.49084	2.84546	2.56763	8.53088	2.94132	13.2001	-6.19368e-05	-0.0604248	-9.59656	-4.94346	0
-96.7497	25836	-19390	20.0055	-36.8866	7566	759	2.33185	12.0026	2.31712	10.0745	3.25134	11.2775	6.19368e-05	-0.0878906	-10.1294	-5.22359	0
-96.6997	25833	-19390	20.0075	-36.8701	8189	645	2.40387	6.36658	2.4997	11.1072	2.99862	10.2393	-3.09684e-05	-0.0714111	-9.76135	-5.03	0
-96.6497	25844	-19371	20.0065	-36.8591	9017	246	2.63855	2.63123	2.67859	8.78357	2.72515	13.1946	-9.29051e-05	-0.0494385	-8.8385	-4.54643	0
-96.5996	25850	-19363	20.0011	-36.8481	9304	924	2.81067	4.38354	2.3077	7.97058	3.21371	14.6832	-0.000154842	0.00549316	-9.11865	-4.69296	0
-96.5496	25842	-19370	20.0025	-36.8536	8473	834	2.70966	4.41101	2.15135	12.1893	3.47969	9.59106	-0.000123874	-0.032959	-9.69543	-4.99537	0
-96.4996	25850	-19363	20.0045	-36.8701	8187	1051	2.53479	6.61926	2.69019	8.1958	2.70521	14.1998	-3.09684e-05	-0.0439453	-8.57483	-4.40872	0
-96.4496	25836	-19375	20.0055	-36.8866	8536	742	2.37762	11.5521	2.42506	5.02075	3.07687	17.7814	6.19368e-05	-0.0549316	-9.12415	-4.69583	0
-96.3996	25840	-19380	20.0061	-36.8756	7969	1173	2.44965	7.82227	2.27711	6.74561	3.28341	14.4141	0	-0.0549316	-9.21753	-4.74473	0
-96.3496	25843	-19378	20.0035	-36.8811	8839	603	2.47406	9.43176	2.50004	8.14087	2.95928	13.6725	3.09684e-05	-0.0439453	-9.36584	-4.82244	0
-96.2996	25841	-19376	20.0038	-36.8756	8312	1271	2.48932	8.70667	2.39715	10.8545	3.12605	10.2118	0	-0.0274658	-9.29993	-4.7879	0
-96.2496	25842	-19376	20.0098	-36.8591	6770	1312	2.40845	2.12036	2.25088	11.0797	3.33858	9.8053	-9.29051e-05	-0.098877	-9.23401	-4.75336	0
-96.1996	25837	-19375	20.0011	-36.8427	8782	1185	2.85309	1.63147	2.74775	4.39453	2.71732	18.9734	-0.00018581	-0.0109863	-8.56384	-4.40299	0
-96.1496	25837	-19373	20.0051	-36.8866	7246	2119	2.37762	11.5521	2.37294	12.4091	3.1175	8.85498	6.19368e-05	-0.0439453	-8.3606	-4.29697	0
-96.0996	25837	-19382	20.0068	-36.8591	7630	1391	2.48077	3.43323	2.29123	15.6171	3.23809	6.15234	-9.29051e-05	-0.065918	-8.06946	-4.14531	0
-96.0496	25840	-19384	20.0048	-36.8701	8417	347	2.53693	5.97656	2.43279	8.95386	3.08329	12.8925	-3.09684e-05	-0.065918	-7.94312	-4.07956	0
-95.9996	25831	-19390	20.0041	-36.8756	8358	930	2.47375	8.78906	2.53232	13.0408	2.89941	8.53088	0	-0.0439453	-7.74536	-3.97673	0
-95.9496	25831	-19377	20.0031	-36.8646	8924	907	2.60437	7.2345	2.49634	17.0288	2.92122	4.52087	-6.19368e-05	-0.0274658	-6.78406	-3.47819	0
-95.8996	25845	-19368	20.0041	-36.8481	8711	620	2.69989	2.8125	2.35377	10.1239	3.13332	11.4697	-0.000154842	-0.0439453	-6.40503	-3.28218	0
-95.8496	25835	-19380	20.0065	-36.8481	9024	563	2.61322	1.61499	2.36285	11.2225	3.15	10.1019	-0.000154842	-0.032959	-7.37732	-3.78561	0
-95.7996	25840	-19372	20.0021	-36.8701	8907	829	2.60803	10.6073	2.56292	10.6018	2.84382	11.3049	-3.09684e-05	-0.0164795	-7.34985	-3.77136	0
-95.7496	25831	-19379	20.0015	-36.8866	8311	1997	2.48779	14.1339	2.31914	12.1893	3.18292	9.53613	6.19368e-05	0	-6.65771	-3.41282	0
-95.6996	25833	-19383	20.0038	-36.8591	8760	450	2.62939	3.18054	2.46137	12.1619	3.00204	9.29993	-9.29051e-05	-0.0549316	-6.45447	-3.30773	0
-95.6496	25835	-19382	20.0038	-36.8756	8111	1788	2.50763	10.8984	2.36621	11.9092	3.11322	9.75037	0	-0.0219727	-6.24573	-3.19989	0
-95.5996	25839	-19369	20.0035	-36.8591	7532	2629	2.62024	8.22876	2.44691	9.87671	3.01615	12.052	-9.29051e-05	-0.0164795	-7.10815	-3.64603	0
-95.5496	25833	-19380	20.0031	-36.8646	8154	1132	2.58911	7.91016	2.42169	8.94836	3.05806	12.843	-6.19368e-05	-0.0384521	-7.13562	-3.66027	0
-95.4996	25831	-19373	20.0011	-36.8756	8338	1260	2.57172	11.5027	2.37966	9.23401	3.10296	12.2717	0	-0.0274658	-6.41052	-3.28502	0
-95.4496	25824	-19389	20.0015	-36.8756	8174	1697	2.60284	11.8048	2.48962	15.1831	2.93362	6.53687	0	-0.0219727	-6.38855	-3.27367	0
-95.3996	25824	-19379	20.0001	-36.8701	8233	2010	2.66815	9.54712	2.50172	17.699	2.91053	3.87268	-3.09684e-05	-0.0109863	-5.16907	-2.64497	0
-95.3496	25836	-19381	20.0035	-36.8866	7916	1578	2.47131	11.8323	2.22835	13.9801	3.32105	7.44324	6.19368e-05	-0.032959	-5.78979	-2.96464	0
-95.2996	25831	-19389	20.0068	-36.8701	8057	1066	2.45911	5.92163	2.52828	11.5466	2.88829	10.1514	-3.09684e-05	-0.0549316	-6.13037	-3.14034	0
-95.2496	25832	-19375	20.0015	-36.8701	8824	1252	2.64496	9.7229	2.66615	10.9479	2.69916	11.217	-3.09684e-05	0	-5.40527	-2.76654	0
-95.1996	25844	-19370	20.0055	-36.8701	7841	1186	2.46613	8.22876	2.27845	11.5851	3.23894	9.61853	-3.09684e-05	-0.0549316	-5.7074	-2.92217	0
-95.1496	25840	-19376	20.0015	-36.8701	8622	1044	2.59918	10.1074	2.36218	16.7761	3.1299	5.08118	-3.09684e-05	-0.0274658	-6.03149	-3.08931	0
-95.0996	25838	-19383	20.0061	-36.8701	8666	546	2.47498	5.78979	2.54409	10.4755	2.88786	11.5576	-3.09684e-05	-0.0494385	-7.0697	-3.62611	0
-95.0496	25842	-19365	20.0028	-36.8756	8139	1212	2.50031	10.9479	2.43346	14.859	3.03026	6.71265	0	-0.0274658	-6.86096	-3.518	0
-94.9995	25837	-19387	20.0061	-36.8701	8568	889	2.47498	5.78979	2.5182	11.4423	2.95928	10.2393	-3.09684e-05	-0.0439453	-7.75085	-3.97958	0
-94.9495	25831	-19392	20.0072	-36.8811	8211	712	2.40448	6.28418	2.3995	8.57483	3.09569	12.074	3.09684e-05	-0.0714111	-8.20679	-4.21682	0
-94.8995	25835	-19379	19.9998	-36.8701	8675	1031	2.70538	9.2395	2.32149	11.9916	3.17223	9.67896	-3.09684e-05	-0.0164795	-7.13562	-3.66027	0
-94.8495	25839	-19376	20.0058	-36.8591	8504	981	2.62115	3.20801	2.49399	6.88293	3.03668	15.5731	-9.29051e-05	-0.032959	-8.50342	-4.37146	0
-94.7995	25839	-19374	20.0041	-36.8591	8921	578	2.65656	4.10339	2.44691	6.828	3.06533	14.837	-9.29051e-05	-0.032959	-8.71216	-4.48042	0
-94.7495	25842	-19374	20.0038	-36.8701	8027	1476	2.57385	7.42126	2.4496	7.41577	3.00589	14.5679	-3.09684e-05	-0.032959	-8.06396	-4.14245	0
-94.6995	25838	-19370	20.0001	-36.8591	9369	821	2.72003	6.95435	2.47852	11.0248	2.98793	11.3983	-9.29051e-05	0.00549316	-8.45398	-4.34567	0
-94.6495	25838	-19376	20.0061	-36.8591	8190	1039	2.50854	4.41101	2.45532	14.035	3.05378	7.45972	-9.29051e-05	-0.0494385	-9.23401	-4.75336	0
