Time	R1P8WFSIMES	R1P8WFSQMES	R1P8WFSGMES	R1P8WFSPMES	R1P8WFSIASK	R1P8WFSQASK	R1P8WFSGASK	R1P8WFSPASK	R1P8WFSCRFP	R1P8WFSCRFPP	R1P8WFSCRRP	R1P8WFSCRRPP	R1P8WFSGLDE	R1P8WFSPLDE	R1P8WFSDETA2	R1P8WFSCFQE2	R1P8WFSDFQES
-101.5	-9217	-16652	15.9991	-118.954	7969	-3267	2.56866	-20.7477	1.5761	-65.6323	1.41639	164.004	0.000210161	0.0109863	10.871	4.21538	0.00651926
-101.45	-9221	-16646	15.9939	-118.982	8432	-2150	2.69928	-14.5239	1.51024	-61.1884	1.54567	160.796	0.000472863	0.0439453	10.9863	4.26122	0.00651926
-101.4	-9220	-16650	15.997	-118.96	8057	-2600	2.61688	-19.9072	1.60056	-64.3195	1.39559	162.131	0.000262702	0.0164795	10.8655	4.2132	0.00651926
-101.35	-9221	-16644	15.995	-118.993	7865	-2347	2.56287	-14.8755	1.53053	-65.0446	1.52011	164.844	0.000577944	0.00549316	11.5027	4.46686	0.00651926
-101.3	-9229	-16646	15.9996	-119.004	8528	-2122	2.51709	-9.09119	1.55582	-65.3467	1.49901	163.724	0.000683024	0.032959	11.8762	4.61609	0.00651926
-101.25	-9216	-16648	15.9996	-118.976	8056	-2284	2.5238	-17.1991	1.52691	-58.3264	1.5216	161.191	0.000420323	0	11.651	4.52607	0.00651926
-101.2	-9230	-16637	15.9965	-118.993	8626	-2720	2.61841	-11.7224	1.5233	-64.4348	1.53111	163.235	0.000577944	0.0384521	12.1729	4.73489	0.00651926
-101.15	-9216	-16646	15.9955	-118.982	8183	-2348	2.6062	-15.0677	1.56749	-64.5502	1.49158	164.13	0.000472863	0.0164795	12.42	4.83408	0.00651926
-101.1	-9214	-16649	15.9944	-118.954	8248	-2853	2.72156	-20.6049	1.60667	-63.891	1.39084	162.592	0.000210161	0.0274658	12.1783	4.73709	0.00651926
-101.05	-9218	-16646	15.995	-118.965	8497	-2031	2.7063	-19.1821	1.54303	-63.4131	1.56974	163.641	0.000315242	0.032959	12.6288	4.918	0.00651926
-101	-9218	-16642	15.9934	-118.982	8532	-2439	2.7182	-12.7441	1.60695	-61.2433	1.46038	159.615	0.000472863	0.032959	12.5354	4.88044	0.00651926
-100.95	-9218	-16648	15.9965	-118.982	8149	-2252	2.57996	-15.4358	1.59139	-61.0675	1.46067	160.818	0.000472863	0.0109863	12.1179	4.71287	0.00651926
-100.9	-9217	-16646	15.9944	-118.982	8373	-1969	2.67334	-14.8755	1.58805	-62.8253	1.48326	162.834	0.000472863	0.0274658	12.4255	4.83629	0.00651926
-100.85	-9217	-16645	15.995	-118.976	8122	-2790	2.66907	-18.1494	1.61751	-63.7592	1.47553	162.603	0.000420323	0.0164795	12.9254	5.03748	0.00651926
-100.8	-9219	-16642	15.9929	-118.976	8532	-2439	2.74139	-14.7052	1.50885	-62.5287	1.58311	162.927	0.000420323	0.032959	13.2056	5.15059	0.00651926
-100.75	-9218	-16644	15.995	-118.982	8180	-1715	2.66602	-13.4308	1.55693	-62.254	1.5106	160.955	0.000472863	0.00549316	12.6508	4.92684	0.00651926
-100.7	-9220	-16647	15.9934	-118.976	8021	-2502	2.79297	-16.2762	1.51135	-61.5234	1.55161	162.493	0.000420323	0.0439453	12.5079	4.8694	0.00651926
-100.65	-9210	-16645	15.9914	-118.976	8939	-2090	2.81769	-15.9082	1.60639	-61.2708	1.49753	157.489	0.000420323	0.0604248	13.3759	5.21947	0.00651926
-100.6	-9214	-16641	15.9914	-118.971	8968	-1967	2.81738	-17.3639	1.59166	-58.5901	1.53527	157.654	0.000367782	0.0549316	13.7274	5.36198	0.00651926
-100.55	-9222	-16642	15.9944	-118.982	8652	-1968	2.63702	-15.3259	1.62474	-58.2001	1.48475	156.66	0.000472863	0.032959	13.7494	5.3709	0.00651926
-100.5	-9213	-16643	15.9919	-118.982	8237	-2003	2.70782	-12.8101	1.51719	-60.7324	1.58965	160.23	0.000472863	0.0384521	14.1724	5.54295	0.00651926
-100.45	-9220	-16646	15.995	-118.976	8432	-2570	2.64709	-16.7816	1.54581	-68.2416	1.46008	166.245	0.000420323	0.0384521	12.2882	4.78116	0.00651926
-100.4	-9216	-16644	15.9944	-118.954	8657	-2917	2.69104	-20.1874	1.54248	-63.8361	1.53081	162.554	0.000210161	0.0439453	12.7606	4.97107	0.00651926
-100.35	-9221	-16644	15.9975	-118.976	8435	-2887	2.58759	-16.0895	1.55526	-63.7592	1.48861	163.427	0.000420323	0.0384521	12.1674	4.73268	0.00651926
-100.3	-9216	-16644	15.9991	-118.993	8529	-2854	2.54547	-13.4418	1.58416	-62.1002	1.54805	161.153	0.000577944	0.0274658	13.2001	5.14837	0.00651926
-100.25	-9219	-16647	15.9909	-118.982	8494	-2755	2.7655	-13.5626	1.57916	-63.4406	1.42234	163.224	0.000472863	0.0439453	11.9202	4.63367	0.00651926
-100.2	-9223	-16647	15.998	-118.949	8143	-2032	2.61719	-22.3901	1.58666	-63.8361	1.45295	164.229	0.000157621	0.0164795	12.3047	4.78777	0.00651926
-100.15	-9217	-16646	15.9924	-118.976	8525	-2536	2.77435	-17.2266	1.54887	-64.0009	1.46513	164.691	0.000420323	0.0384521	11.9366	4.64027	0.00651926
-100.1	-9216	-16651	15.9975	-118.976	8652	-1968	2.6123	-15.6995	1.55748	-62.9242	1.41758	163.795	0.000420323	0.032959	11.2775	4.37708	0.00651926
-100.05	-9212	-16651	15.997	-118.965	8585	-1777	2.53937	-20.3247	1.57999	-64.4733	1.40599	163.334	0.000315242	0.0384521	10.8215	4.19575	0.00651926
-99.9999	-9209	-16653	15.9965	-118.938	8214	-2855	2.6358	-23.8293	1.57332	-68.5767	1.38995	167.838	5.25403e-05	0.0384521	10.7007	4.14778	0.00651926
-99.9499	-9215	-16645	15.996	-118.965	8184	-2764	2.64008	-17.699	1.55054	-68.302	1.42888	166.827	0.000315242	0.0274658	10.3107	3.99322	0.00651926
-99.8998	-9223	-16647	15.9996	-118.965	8083	-2476	2.50092	-19.2371	1.53136	-64.4348	1.42828	163.46	0.000315242	0.0164795	9.73389	3.76536	0.00651926
-99.8498	-9213	-16643	15.9909	-118.976	8587	-2409	2.73987	-16.2048	1.5547	-64.704	1.48029	164.301	0.000420323	0.032959	10.6293	4.11945	0.00651926
-99.7998	-9215	-16645	15.996	-118.976	8308	-3138	2.64008	-17.699	1.56443	-68.0383	1.4048	165.399	0.000420323	0.0384521	10.1678	3.93672	0.00651926
-99.7498	-9216	-16645	15.995	-118.971	8049	-2065	2.65503	-15.8807	1.53358	-66.7804	1.49277	165.965	0.000367782	0.0274658	10.5743	4.09767	0.00651926
-99.6998	-9214	-16647	15.997	-118.965	8146	-2665	2.59186	-18.5229	1.54109	-66.2036	1.44552	165.723	0.000315242	0.0164795	10.4535	4.04978	0.00651926
-99.6498	-9212	-16645	15.9934	-118.965	8153	-2985	2.76337	-19.0009	1.56443	-65.7697	1.40926	165.009	0.000315242	0.0494385	10.3876	4.02367	0.00651926
-99.5998	-9218	-16648	15.998	-118.965	8276	-3043	2.58606	-19.4623	1.51496	-67.4451	1.45503	166.014	0.000315242	0.0274658	10.0909	3.90632	0.00325963
-99.5498	-9210	-16651	15.996	-118.965	7882	-2643	2.64587	-18.3691	1.50968	-63.1494	1.52219	162.79	0.000315242	0.0109863	10.6293	4.11945	0.00325963
-99.4998	-9214	-16647	15.9929	-118.949	8360	-2799	2.78442	-21.0059	1.53164	-65.8246	1.45146	164.954	0.000157621	0.0274658	10.2612	3.97366	0.00325963
-99.4498	-9223	-16647	15.9975	-118.993	8540	-2100	2.63672	-12.1399	1.49884	-64.7754	1.48296	163.713	0.000577944	0.0274658	10.3217	3.99757	0.00325963
-99.3998	-9213	-16654	15.9939	-118.976	8384	-2576	2.72095	-17.2211	1.54859	-61.5289	1.45176	161.724	0.000420323	0.032959	10.9534	4.24812	0.00325963
-99.3498	-9217	-16647	15.997	-118.965	8137	-3088	2.61688	-19.715	1.53358	-64.5721	1.48118	162.422	0.000315242	0.0274658	10.6677	4.1347	0.00325963
-99.2998	-9215	-16647	15.9939	-118.965	8797	-2855	2.6709	-17.9901	1.56554	-66.8903	1.38757	165.734	0.000315242	0.0604248	10.2173	3.95628	0.00325963
-99.2498	-9223	-16650	15.9929	-118.965	8357	-3111	2.78076	-17.8638	1.54136	-62.9681	1.45859	162.493	0.000315242	0.0439453	10.426	4.0389	0.00325963
-99.1998	-9221	-16649	15.998	-118.954	8107	-2991	2.57965	-18.6603	1.52664	-67.9395	1.42858	166.745	0.000210161	0.0219727	9.92615	3.84122	0.00325963
-99.1498	-9215	-16649	15.9985	-118.982	7820	-3085	2.54791	-14.1229	1.56749	-67.6593	1.45949	166.02	0.000472863	0.0109863	10.6732	4.13688	0.00325963
-99.0998	-9212	-16651	15.9955	-118.938	8415	-2353	2.69165	-22.6703	1.53331	-66.4453	1.44908	166.295	5.25403e-05	0.0274658	10.5084	4.07154	0.00325963
-99.0498	-9213	-16652	15.998	-118.965	7820	-3085	2.57416	-19.6161	1.52302	-66.0223	1.51209	165.163	0.000315242	0	11.3434	4.40334	0.00325963
-98.9998	-9210	-16647	15.9934	-118.976	8641	-3016	2.73529	-15.4303	1.55192	-66.1047	1.47761	165.46	0.000420323	0.0494385	11.3104	4.39021	0.00325963
-98.9498	-9221	-16646	15.9996	-118.976	8415	-2353	2.53174	-16.04	1.49356	-67.2528	1.51714	167.097	0.000420323	0.0219727	10.7941	4.18484	0.00325963
-98.8998	-9213	-16649	15.996	-118.965	8101	-2670	2.68372	-19.4183	1.5925	-64.1547	1.40629	162.889	0.000315242	0.0274658	11.1566	4.32896	0.00325963
-98.8498	-9221	-16650	15.9955	-118.982	8602	-1658	2.61688	-16.3696	1.53303	-59.7327	1.53319	160.016	0.000472863	0.0274658	11.9092	4.62928	0.00325963
-98.7998	-9209	-16647	15.9893	-118.954	8480	-2545	2.86041	-18.9734	1.57305	-64.325	1.47791	162.999	0.000210161	0.0494385	12.3212	4.79438	0.00325963
-98.7498	-9223	-16642	15.9909	-118.982	9080	-2443	2.81067	-14.3701	1.57694	-65.462	1.49158	162.955	0.000472863	0.0714111	12.7441	4.96443	0.00325963
-98.6998	-9213	-16646	15.997	-118.965	8542	-2730	2.58453	-17.699	1.54387	-60.9357	1.51565	160.142	0.000315242	0.0164795	12.6288	4.918	0.00325963
-98.6498	-9222	-16640	15.9893	-118.954	8737	-2985	2.88422	-18.5944	1.65114	-65.3906	1.42917	162.098	0.000210161	0.0604248	13.1067	5.11064	0.00325963
-98.5998	-9220	-16642	15.996	-119.004	8578	-2828	2.63672	-12.1399	1.54192	-58.3923	1.61046	159.263	0.000683024	0.032959	13.4802	5.26173	0.00325963
-98.5498	-9228	-16640	15.9893	-118.965	9196	-2927	2.82501	-16.3861	1.63224	-63.0066	1.50258	160.483	0.000315242	0.0878906	14.1339	5.52729	0.00325963
-98.4998	-9223	-16644	15.9939	-118.976	8818	-2110	2.74841	-15.2106	1.57721	-60.7599	1.57271	159.901	0.000420323	0.0494385	14.48	5.66849	0.00325963
-98.4498	-9213	-16647	15.9929	-118.965	8255	-2936	2.74506	-18.3966	1.58416	-58.4528	1.53854	158.088	0.000315242	0.0274658	14.3591	5.61913	0.00325963
-98.3998	-9227	-16636	15.9929	-118.976	8499	-2426	2.72217	-15.5511	1.54776	-62.2925	1.5745	161.136	0.000420323	0.0439453	14.2053	5.55639	0.00325963
-98.3498	-9220	-16645	15.9934	-118.976	8723	-2456	2.68066	-15.3918	1.55248	-54.2065	1.58609	156.703	0.000420323	0.0439453	14.6338	5.73139	0.00325963
-98.2998	-9213	-16642	15.9893	-118.976	8972	-2263	2.89307	-16.1993	1.59667	-65.7257	1.595	163.449	0.000420323	0.0714111	15.3973	6.04496	0.00325963
-98.2497	-9224	-16640	15.995	-118.982	8559	-1983	2.6886	-14.4855	1.53664	-60.9851	1.61343	161.57	0.000472863	0.032959	14.9139	5.84618	0.00325963
-98.1997	-9225	-16637	15.9944	-119.02	8592	-1763	2.72491	-6.61926	1.62474	-61.3312	1.53259	159.175	0.000840645	0.032959	14.7766	5.78987	0.00325963
-98.1497	-9222	-16644	15.9939	-118.982	8972	-2263	2.75116	-17.4847	1.61195	-61.452	1.47969	160.582	0.000472863	0.0604248	14.6832	5.75162	0.00325963
-98.0997	-9225	-16643	15.9955	-119.004	8748	-2232	2.63519	-11.3544	1.65169	-59.1449	1.5213	158.143	0.000683024	0.0549316	15.1721	5.95223	0.00325963
-98.0497	-9219	-16642	15.9929	-119.004	8499	-2426	2.72919	-10.9369	1.60473	-62.0837	1.55102	159.329	0.000683024	0.0439453	15.2161	5.97031	0.00325963
-97.9997	-9226	-16639	15.9965	-118.976	8683	-1724	2.63	-16.1334	1.6906	-60.1996	1.47197	157.555	0.000420323	0.0439453	15.1501	5.94319	0.00325963
-97.9497	-9220	-16639	15.9939	-118.993	8468	-2018	2.7182	-11.8213	1.64197	-58.3374	1.50912	157.319	0.000577944	0.0439453	14.9524	5.86196	0.00325963
-97.8997	-9220	-16643	15.9955	-119.004	8911	-2077	2.63519	-11.3544	1.60084	-57.9749	1.58252	156.308	0.000683024	0.0494385	14.9359	5.85519	0.00325963
-97.8497	-9220	-16639	15.995	-118.982	8277	-2394	2.66357	-14.8425	1.59083	-59.7327	1.48059	159.791	0.000472863	0.032959	14.0295	5.48479	0.00325963
-97.7997	-9229	-16638	15.9924	-118.987	8818	-2737	2.74384	-11.4862	1.59278	-60.7599	1.52873	159.038	0.000525403	0.0604248	14.2383	5.56983	0.00325963
-97.7497	-9218	-16645	15.995	-118.976	8748	-2232	2.71545	-16.4575	1.57971	-60.1282	1.49158	160.692	0.000420323	0.0494385	14.1284	5.52505	0.00325963
-97.6997	-9229	-16640	15.9893	-118.976	8823	-3060	2.79236	-13.1177	1.62196	-67.6154	1.42531	166.02	0.000420323	0.0604248	13.7	5.35083	0.00325963
-97.6497	-9226	-16641	15.996	-118.987	8628	-2489	2.65625	-13.3978	1.56082	-59.2932	1.52071	159.906	0.000525403	0.0494385	13.1232	5.1173	0.00325963
-97.5997	-9214	-16641	15.9909	-118.976	8756	-3183	2.8006	-16.7651	1.54859	-63.1439	1.53735	162.175	0.000420323	0.0714111	13.4692	5.25728	0.00325963
-97.5497	-9223	-16638	15.9934	-118.976	8298	-2584	2.72736	-16.1884	1.58222	-64.6161	1.49693	163.559	0.000420323	0.032959	13.1506	5.12839	0.00325963
-97.4997	-9216	-16645	15.995	-118.965	8558	-3347	2.76031	-21.275	1.56804	-64.0283	1.46573	162.993	0.000315242	0.0494385	13.0847	5.10177	0.00325963
-97.4497	-9213	-16645	15.9929	-118.982	8705	-2238	2.72736	-13.8647	1.52469	-64.0283	1.49753	163.109	0.000472863	0.0439453	11.9751	4.65566	0.00325963
-97.3997	-9210	-16647	15.9929	-118.949	8275	-3759	2.79846	-23.1152	1.53775	-67.2253	1.46484	165.515	0.000157621	0.0384521	11.5027	4.46686	0.00325963
-97.3497	-9210	-16648	15.9944	-118.954	8208	-3254	2.70264	-19.7974	1.59972	-69.6588	1.41372	166.69	0.000210161	0.0384521	11.1511	4.32677	0.00325963
-97.2997	-9218	-16647	15.9996	-118.976	8460	-3375	2.56104	-17.9791	1.50162	-66.9891	1.46929	165.767	0.000420323	0.0384521	9.90417	3.83255	0.00325963
-97.2497	-9211	-16655	15.9996	-118.949	7893	-3574	2.51923	-22.2803	1.59028	-64.9017	1.3421	163.251	0.000157621	0.0164795	9.34387	3.61172	0.00325963
-97.1997	-9209	-16650	15.9934	-118.927	7800	-3606	2.81555	-26.2134	1.5133	-70.0214	1.47286	167.585	-5.25403e-05	0.032959	9.42627	3.64415	0.00325963
-97.1497	-9228	-16642	15.9985	-118.954	8242	-3351	2.50397	-20.7861	1.56332	-65.2698	1.36617	164.064	0.000210161	0.0274658	8.64075	3.3356	0.00325963
-97.0997	-9211	-16650	15.9985	-118.971	7989	-2910	2.52563	-16.875	1.56915	-67.4451	1.39321	165.46	0.000367782	0	8.58032	3.31192	0.00325963
-97.0497	-9215	-16653	15.9991	-118.954	7893	-3574	2.55127	-19.9072	1.52719	-69.6588	1.37152	168.475	0.000210161	0.0164795	7.53113	2.90191	0.00325963
-96.9997	-9222	-16646	16.0001	-118.976	7734	-3101	2.49359	-18.2483	1.50607	-65.7697	1.39737	165.938	0.000420323	0	7.21802	2.77995	0.00325963
-96.9497	-9212	-16658	15.9965	-118.927	7862	-3479	2.68616	-26.2134	1.50774	-66.0498	1.40213	165.861	-5.25403e-05	0.0164795	7.25647	2.79492	0.00325963
-96.8997	-9201	-16658	15.9975	-118.932	7579	-3578	2.64282	-25.274	1.51552	-75.1794	1.36795	175.018	0	0.00549316	6.47095	2.48962	0.00325963
-96.8497	-9213	-16650	15.998	-118.922	8278	-4391	2.81555	-27.0813	1.478	-68.681	1.46424	167.388	-0.000105081	0.0164795	7.14661	2.75216	0.00325963
-96.7997	-9206	-16663	16.0021	-118.927	7387	-3637	2.51373	-27.1912	1.53303	-71.8506	1.29993	171.508	-5.25403e-05	-0.00549316	5.15808	1.98142	0.00325963
-96.7497	-9208	-16654	15.998	-118.949	8145	-3382	2.58881	-20.9509	1.45966	-70.0214	1.4161	170.189	0.000157621	0.0109863	4.7406	1.82028	0.00325963
-96.6997	-9214	-16653	15.9965	-118.927	7766	-3197	2.68646	-25.296	1.47633	-69.4006	1.38846	168.75	-5.25403e-05	0	4.69666	1.80333	0.00325963
-96.6497	-9205	-16655	16.0042	-118.922	7958	-3762	2.6001	-28.103	1.57221	-70.7849	1.29062	169.772	-0.000105081	0.00549316	4.96582	1.90719	0.00325963
-96.5996	-9207	-16657	15.9965	-118.938	7611	-3356	2.66724	-23.9008	1.42353	-70.5267	1.458	170.052	5.25403e-05	0.00549316	4.69666	1.80333	0.00325963
-96.5496	-9209	-16656	15.997	-118.949	7633	-3548	2.63611	-23.5382	1.45799	-70.8014	1.39619	170.261	0.000157621	0.0164795	4.14734	1.59163	0.00325963
-96.4996	-9206	-16653	15.998	-118.938	7637	-3864	2.59094	-24.4556	1.52552	-70.708	1.34032	168.832	5.25403e-05	0.00549316	4.38354	1.68262	0.00325963
-96.4496	-9202	-16658	16.0001	-118.911	7828	-4430	2.82806	-33.3765	1.48134	-71.1804	1.37271	170.376	-0.000210161	0.00549316	3.8562	1.47955	0.00325963
-96.3996	-9214	-16657	16.0001	-118.954	7415	-3520	2.48901	-21.8903	1.4252	-68.3734	1.43779	168.256	0.000210161	-0.00549316	3.26843	1.2535	0.00325963
-96.3496	-9211	-16657	15.9996	-118.965	7727	-3200	2.52045	-19.4788	1.43965	-68.5052	1.42353	167.58	0.000315242	0.00549316	3.83972	1.47321	0.00325963
-96.2996	-9213	-16660	16.0062	-118.922	7729	-3830	2.48444	-28.8446	1.41631	-71.4331	1.43423	170.706	-0.000105081	0.0164795	3.68591	1.41403	0.00325963
-96.2496	-9209	-16656	16.0021	-118.938	7254	-3674	2.43896	-26.8726	1.41992	-66.4288	1.4268	167.009	5.25403e-05	-0.0274658	3.48267	1.33586	0.00325963
-96.1996	-9208	-16658	16.0037	-118.938	7348	-3642	2.41638	-26.3562	1.5208	-74.7345	1.30911	172.958	5.25403e-05	-0.0164795	3.00476	1.15218	0.00325963
-96.1496	-9220	-16654	16.0006	-118.954	7478	-4020	2.48901	-21.8903	1.43743	-69.8785	1.42234	169.645	0.000210161	0	3.49915	1.34219	0.00325963
-96.0996	-9219	-16659	15.9996	-118.927	7570	-3362	2.52563	-25.8728	1.5711	-71.8396	1.28352	171.299	-5.25403e-05	-0.00549316	3.96057	1.51972	0.00325963
-96.0496	-9206	-16654	15.9985	-118.927	7511	-4116	2.59003	-27.3065	1.50468	-76.0474	1.34061	175.551	-5.25403e-05	0.00549316	3.71338	1.42459	0.00325963
-95.9996	-9205	-16661	15.9996	-118.965	7856	-3264	2.53571	-20.9894	1.5397	-71.2793	1.29128	170.931	0.000315242	0.0109863	3.23547	1.24083	0.00325963
-95.9496	-9207	-16662	16.0042	-118.922	7573	-3676	2.64282	-31.0474	1.51969	-71.6309	1.33705	171.354	-0.000105081	0.0109863	3.91113	1.50069	0.00325963
-95.8996	-9205	-16658	16.0001	-118.922	7509	-3799	2.72064	-28.1689	1.50051	-70.34	1.38727	170.305	-0.000105081	0.0219727	4.58679	1.76097	0.00325963
-95.8496	-9205	-16660	16.0037	-118.905	7383	-4052	2.65686	-33.8379	1.53775	-73.5864	1.30503	171.925	-0.000262702	-0.032959	3.82324	1.46687	0.00325963
-95.7996	-9211	-16657	15.997	-118.927	7602	-3768	2.67639	-27.2791	1.44938	-73.8226	1.39619	173.502	-5.25403e-05	0.0164795	3.70239	1.42037	0.00325963
-95.7496	-9210	-16653	16.0016	-118.949	7503	-3167	2.46399	-23.3679	1.49106	-66.9891	1.40124	166.558	0.000157621	-0.0164795	4.29016	1.64664	0.00325963
-95.6996	-9198	-16658	15.9991	-118.922	7450	-3931	2.72064	-28.1689	1.46883	-72.8613	1.39797	171.925	-0.000105081	-0.0164795	4.63074	1.77791	0.00325963
-95.6496	-9215	-16651	15.9996	-118.949	7667	-3643	2.57263	-23.0054	1.49857	-72.9822	1.36558	171.491	0.000157621	0	4.44946	1.70803	0.00325963
-95.5996	-9215	-16647	15.9965	-118.954	7223	-3580	2.57843	-21.0718	1.44549	-74.4543	1.42531	173.87	0.000210161	-0.00549316	4.08142	1.56625	0.00325963
-95.5496	-9206	-16656	15.9975	-118.938	8016	-3633	2.64496	-24.3732	1.49384	-71.6528	1.36914	170.206	5.25403e-05	0.0219727	4.20227	1.61279	0.00325963
-95.4996	-9203	-16652	15.998	-118.911	7869	-4430	2.8009	-30.2124	1.51135	-72.2296	1.36409	170.739	-0.000210161	-0.00549316	4.29565	1.64876	0.00325963
-95.4496	-9215	-16656	16.0037	-118.949	7131	-3201	2.43042	-23.1866	1.46577	-70.9113	1.38905	168.986	0.000157621	-0.0274658	3.52112	1.35064	0.00325963
-95.3996	-9208	-16654	15.9965	-118.938	7919	-3038	2.66876	-22.9889	1.49079	-71.5485	1.39797	170.261	5.25403e-05	0.0219727	4.73511	1.81816	0.00325963
-95.3496	-9207	-16660	15.9985	-118.927	7454	-4144	2.57996	-28.6194	1.4591	-72.5208	1.3944	170.821	-5.25403e-05	-0.0274658	4.16931	1.60009	0.00325963
-95.2996	-9207	-16662	15.9996	-118.949	7856	-2845	2.58484	-21.9177	1.48995	-69.082	1.35488	168.64	0.000157621	0	3.55957	1.36543	0.00325963
-95.2496	-9206	-16659	15.995	-118.927	7894	-3577	2.68555	-27.1417	1.4441	-74.6246	1.41729	174.133	-5.25403e-05	0.0164795	3.95508	1.51761	0.00325963
-95.1996	-9206	-16655	15.9985	-118.927	7359	-4182	2.62207	-27.6416	1.52719	-69.4006	1.32189	169.019	-5.25403e-05	-0.032959	3.57605	1.37177	0.00325963
-95.1496	-9207	-16661	15.9965	-118.927	8050	-3416	2.69135	-29.9048	1.50051	-71.9934	1.32962	170.876	-5.25403e-05	0.0219727	3.12012	1.1965	0.00325963
-95.0996	-9204	-16665	16.0067	-118.922	7608	-3357	2.53906	-29.6411	1.50357	-73.4326	1.30822	172.793	-0.000105081	0	2.09839	0.804254	0.00325963
-95.0496	-9206	-16661	15.9996	-118.927	7706	-3954	2.55707	-28.147	1.478	-72.9437	1.35963	171.579	-5.25403e-05	0	2.55432	0.979211	0.00325963
-94.9995	-9202	-16667	16.0078	-118.922	6851	-3615	2.47955	-31.2231	1.55832	-80.1508	1.26224	-179.835	-0.000105081	-0.0384521	1.48865	0.57043	0.00325963
-94.9495	-9210	-16659	16.0037	-118.927	7359	-4182	2.52258	-31.1353	1.47495	-74.4983	1.35309	173.941	-5.25403e-05	-0.032959	0.823975	0.315687	0.00325963
-94.8995	-9210	-16658	16.0062	-118.922	7228	-3482	2.53906	-29.6411	1.41909	-70.4718	1.42888	170.09	-0.000105081	-0.0274658	1.18652	0.454623	0.00325963
-94.8495	-9199	-16659	16.0026	-118.922	7485	-4559	2.6004	-28.114	1.53247	-77.8107	1.28241	177.078	-0.000105081	-0.0274658	0.769043	0.294639	0.00325963
